"1.8296487","-9.658209","3.2029634","-7.446289E-4","-0.18510437","0.033189394","1.8696121","-9.110247","3.1109223","0.038763426","-0.011469727","-0.01072632","0.0","0.0","0.0","290191377764743"
"1.8358738","-9.65821","3.213019","0.0029449463","-0.18744507","0.037916563","1.8721482","-9.107904","3.1162505","0.044179685","-0.013168946","-0.009133302","0.0","0.0","0.0","290191398275785"
"1.8478447","-9.65007","3.224511","0.012574768","-0.18181762","0.04347992","1.8744888","-9.105392","3.1221771","0.048002932","-0.013806152","-0.007327882","0.0","0.0","0.0","290191418524639"
"1.8607734","-9.637141","3.239355","0.023461914","-0.17146607","0.05205078","1.876529","-9.102816","3.12845","0.04874634","-0.013912355","-0.0056286626","0.0","0.0","0.0","290191438914066"
"1.8674774","-9.617509","3.2565932","0.028691102","-0.1541626","0.0634079","1.8780015","-9.100485","3.1343307","0.04587891","-0.01263794","-0.003292236","0.0","0.0","0.0","290191458868337"
"1.8679559","-9.594046","3.2733529","0.028327942","-0.132724","0.07480011","1.8788437","-9.098462","3.1396987","0.042799078","-0.010726319","-0.0014868164","0.0","0.0","0.0","290191478401306"
"1.8655618","-9.573455","3.2886758","0.02502594","-0.114068605","0.08505402","1.8797516","-9.096527","3.1447663","0.04067505","-0.009982911","-0.0031860352","0.0","0.0","0.0","290191499074222"
"1.8655618","-9.563398","3.29921","0.023674011","-0.10598755","0.09067688","1.8811035","-9.094551","3.149678","0.040887453","-0.010089112","-0.006903076","0.0","0.0","0.0","290191518773337"
"1.8727446","-9.562441","3.3020833","0.028901672","-0.10718689","0.08848572","1.8830566","-9.092394","3.1547425","0.041312255","-0.010407715","-0.010407714","0.0","0.0","0.0","290191538788181"
"1.883758","-9.556216","3.2977738","0.037826538","-0.10304413","0.07942047","1.8851426","-9.090312","3.1594987","0.038657226","-0.008708497","-0.010089111","0.0","0.0","0.0","290191560424327"
"1.8890251","-9.545682","3.2949004","0.04118805","-0.09431","0.07250061","1.8870468","-9.088511","3.1635468","0.03355957","-0.0075402833","-0.009770507","0.0","0.0","0.0","290191579764952"
"1.8842367","-9.5385","3.295858","0.034214783","-0.088630676","0.070437625","1.8892319","-9.087008","3.1665664","0.028461913","-0.008389893","-0.011575928","0.0","0.0","0.0","290191599907764"
"1.8760965","-9.537063","3.286281","0.023513794","-0.08840637","0.058912657","1.8917923","-9.085797","3.1685166","0.022939455","-0.009664306","-0.01359375","0.0","0.0","0.0","290191620918441"
"1.8732235","-9.54233","3.2652123","0.017999267","-0.094488524","0.037086487","1.8944336","-9.084981","3.1692748","0.018266601","-0.010726319","-0.013381347","0.0","0.0","0.0","290191641328129"
"1.8751389","-9.551907","3.2465377","0.01723938","-0.1048645","0.017724609","1.8971084","-9.084181","3.1699646","0.019116212","-0.011682129","-0.011894531","0.0","0.0","0.0","290191661184118"
"1.8717868","-9.55909","3.2398338","0.010975647","-0.11292877","0.01023407","1.9000229","-9.0833","3.170752","0.019647215","-0.013806152","-0.012319336","0.0","0.0","0.0","290191679871618"
"1.8631675","-9.557653","3.2431858","-8.2550046E-4","-0.11219635","0.013475036","1.9032059","-9.082596","3.1708634","0.01539917","-0.016885987","-0.012956543","0.0","0.0","0.0","290191698151097"
