4.805163,-9.704658,-0.61770403,0.50164795,-0.8953613,-0.43614197,4.303502,-8.809283,-0.18154907,-0.11384766,0.06446411,0.0730664,0.0,0.0,0.0,196720424193447
4.7668557,-9.71184,-0.6397307,0.48037568,-0.89502716,-0.42921144,4.2864685,-8.8168,-0.21050568,-0.21229616,0.045985106,0.11204223,0.0,0.0,0.0,196720442435791
4.6356535,-9.833466,-0.7101202,0.373674,-1.0058594,-0.46142274,4.261969,-8.827594,-0.24868317,-0.23151855,0.021877442,0.15356691,0.0,0.0,0.0,196720463486989
4.4656653,-10.071449,-0.75944084,0.23515472,-1.22984,-0.4759842,4.2305007,-8.841594,-0.28344268,-0.2002954,0.008496094,0.19307373,0.0,0.0,0.0,196720484877249
4.305732,-10.298419,-0.744118,0.11261749,-1.4399627,-0.43529359,4.1931076,-8.858439,-0.3088104,-0.1437964,0.010407715,0.22408447,0.0,0.0,0.0,196720503267197
4.151067,-10.374555,-0.68617827,-0.0010147095,-1.4976746,-0.35801238,4.1520753,-8.876864,-0.328154,-0.12776001,0.012531738,0.24235108,0.0,0.0,0.0,196720524975426
4.0026264,-10.281659,-0.6272809,-0.10647736,-1.3864319,-0.26790467,4.109099,-8.895212,-0.35936585,-0.199021,0.010195314,0.2519092,0.0,0.0,0.0,196720544993447
3.8800435,-10.124121,-0.6272809,-0.18594055,-1.211998,-0.21923828,4.0659804,-8.912107,-0.40803224,-0.30097413,0.021452637,0.25021,0.0,0.0,0.0,196720564992978
3.7833176,-10.071448,-0.71299326,-0.23976135,-1.14346,-0.24553375,4.023076,-8.927973,-0.46744996,-0.34844607,0.033665773,0.25074098,0.0,0.0,0.0,196720585026624
3.6856346,-10.212228,-0.839886,-0.29450837,-1.2673645,-0.32655945,3.9801407,-8.944847,-0.5133194,-0.23321779,0.045241706,0.24967897,0.0,0.0,0.0,196720605327510
3.5793316,-10.408073,-0.96582097,-0.35992584,-1.4451233,-0.44789886,3.9392579,-8.962934,-0.51791537,0.01401856,0.059472658,0.234917,0.0,0.0,0.0,196720626314020
3.5022385,-10.525868,-1.1109096,-0.40050507,-1.5463699,-0.64781797,3.9027436,-8.979482,-0.46308595,0.3335779,0.09674927,0.20921631,0.0,0.0,0.0,196720646961416
3.4414258,-10.497617,-1.3086706,-0.42977905,-1.5069015,-0.964537,3.871205,-8.990698,-0.34412995,0.6797937,0.13944215,0.17873658,0.0,0.0,0.0,196720666374437
3.397372,-10.48421,-1.5729905,-0.44837037,-1.4935776,-1.4166,3.8457427,-8.990616,-0.15638581,1.0801722,0.16970947,0.13678712,0.0,0.0,0.0,196720687174541
3.3887532,-10.649888,-1.8124107,-0.43867952,-1.6833832,-1.9362106,3.8274307,-8.966489,0.12380371,1.6214796,0.23311158,0.073278815,0.0,0.0,0.0,196720706950114
3.3906684,-10.833284,-1.8579004,-0.42467958,-1.9372056,-2.3875153,3.8153458,-8.896062,0.52961886,2.3431165,0.35481814,-0.011044925,0.0,0.0,0.0,196720727647978
3.2953792,-10.689154,-1.5902288,-0.7204132,-1.5552353,-2.7302933,3.791214,-8.573181,1.7141984,3.0660279,0.47620606,-0.07869507,0.0,0.0,0.0,196720765251572
