-0.21332868055596357,0.5276745018622246,0.7648372417521624,0.9999902451979087,-0.004137127023036049,-0.0015471551381746682,0.004131529869074997,0.999984972252945,-0.003603571730617549,0.0015620403219048244,0.003597144460823016,0.9999923102613143,-2.400676,5.011012,8.0791855
-0.2718439957287927,0.6233978365734062,0.903711630587498,0.999956518578945,-0.008623032840447954,-0.003550247330628758,0.008594095936661626,0.9999303701062898,-0.008086807412681328,0.0036197329331784543,0.008055944620644906,0.9999609988843373,-2.3622665,5.0572953,8.060638
-0.34580717073408807,0.7493141885651239,1.1063468825296592,0.9998762848266862,-0.014296868739875892,-0.006558550557724822,0.014201532766034796,0.999796041044727,-0.014359414277258266,0.006762507543708429,0.014264496329189044,0.9998753885540917,-2.312671,5.1167116,8.035861
-0.432504865753104,0.9084353982952137,1.391638394060999,0.9997350862435638,-0.0204832504520356,-0.01049732272979586,0.02025237766975879,0.999560526638338,-0.021647050265797538,0.010936111388229443,0.021428719919950715,0.9997105638284997,-2.2468064,5.1912737,8.004071
-0.4978902058769912,1.0675501428693512,1.7113176376587766,0.9994443888084491,-0.028863050315254518,-0.016668473409550744,0.028318824541065747,0.9990862307256714,-0.03201168147697213,0.01757719704384482,0.03152186385463071,0.9993484948921533,-2.1603928,5.2827425,7.9640045
-0.5133810222698818,1.1792962820486155,2.027181915895378,0.9988903839159577,-0.03970542643078128,-0.025327456093742824,0.03851465010801507,0.9982038954220321,-0.045886870576867,0.02710392309773311,0.04486047565765195,0.9986255129308892,-2.0511718,5.392493,7.913565
-0.5271799632101191,1.2278594769360076,2.3777597103113104,0.9980531967192765,-0.05134430204582136,-0.03540591992676918,0.049105622894142845,0.9969022783959114,-0.061436838535355316,0.038450673838199,0.059578603344393286,0.9974827997037944,-1.914891,5.522841,7.849515
-0.6101336574168317,1.2187621919028684,2.7939216290225413,0.9968039381422854,-0.0641876953225046,-0.04755889688813489,0.06028454505263023,0.9950184753122686,-0.07939777966067971,0.05241834155930842,0.07627695298341283,0.9957078607260957,-1.7473571,5.675238,7.7682877
-0.7629448163633157,1.1420111608295014,3.218185722273238,0.994953351282908,-0.07859841918352332,-0.062370804650585136,0.07211537249124514,0.9923558828564141,-0.1001457678123057,0.06976533395146375,0.09514247349169791,0.9930159655899408,-1.545488,5.8476286,7.6681395
-0.9364626404022601,0.9679550536665127,3.5566990841177626,0.9920481586036227,-0.09581183360970334,-0.08161215320960488,0.08513777311959356,0.988433014139646,-0.12550592076492373,0.0926930989847578,0.11755964060493389,0.9887303577322994,-1.3088821,6.035684,7.5486465
-1.0785711104989781,0.6958689453610136,3.7597772349090555,0.9880069587490411,-0.11423972657614735,-0.10388231002089647,0.09761427789995261,0.9833869322320404,-0.15304115219550463,0.11963988554634011,0.14106532666486082,0.9827445606053461,-1.0384979,6.2347,7.4097795
-1.16532121166581,0.3231457550742758,3.7807503888790306,0.9828655048823025,-0.13263858269805154,-0.12799377208406942,0.10835387997380949,0.9775087207693212,-0.1809313060654433,0.14911350041856655,0.16396251766723388,0.9751315074353532,-0.7381409,6.4391584,7.252847
-1.1757021007838466,-0.15829087205096293,3.526660150814377,0.9757905787087396,-0.1529151032025509,-0.1563640550632269,0.11805754562108131,0.9701169030239274,-0.21198021225857508,0.1841063888766192,0.1883883374304722,0.9646837159893358,-0.41373444,6.644014,7.078923
